Avg_Min_DH,Avg_Max_DH,Avg_Avg_DH,Avg_Min_DC,Avg_Max_DC,Avg_Avg_DC,Avg_Min_AH,Avg_Max_AH,Avg_Avg_AH,Avg_Min_AC,Avg_Max_AC,Avg_Avg_AC,Avg_Num_Inc_DH,Avg_Num_Inc_DC,Avg_Num_Inc_AH,Avg_Num_Inc_AC
0.588838528324338,3.66691654888993,2.14029275205655,1.16912203667935,3.04858448324896,2.00020204256912,0.967163799223115,3.87534845491212,2.48404581098194,1.52921154225548,3.47137355987955,2.36264788167492,4.5,2.66666666666667,4.08333333333333,3.04166666666667
